time,G(i),H_sun,T2m,WS10m,Int
20050416:0611,88.18,15.03,8.82,1.79,0
20050416:0711,267.7,23.92,11.37,2,0
20050416:0811,550.89,32.25,13.34,2.34,0
20050416:0911,766.13,39.42,15.49,2.62,0
20050416:1011,939.69,44.64,17.4,2.97,0
20050416:1111,1003.33,47.05,18.84,3.59,0
20050416:1211,1010.22,46.14,19.34,4.21,0
20050416:1311,661.22,42.1,19.32,4.41,0
20050416:1411,474.37,35.72,18.96,4.21,0
20050416:1511,402.12,27.84,18.6,4.21,0
20050416:1611,199.15,19.14,16.84,3.52,0
20050416:1711,99.89,10.14,16.63,3.38,0
20050416:1811,4.24,1.25,15.55,3.24,0
20050416:1911,0,0,15.02,3.93,0
20050416:2011,0,0,14.09,4,0
20050416:2111,0,0,13.03,4.07,0
20050416:2211,0,0,12.03,3.86,0
20050416:2311,0,0,11.03,3.52,0
20050417:0011,0,0,10.07,3.45,0
20050417:0111,0,0,9.15,3.38,0
20050417:0211,0,0,8.56,3.31,0
20050417:0311,0,0,8.28,3.24,0
20050417:0411,0,0,8.14,3.17,0
20050417:0511,5.09,6.35,8.27,3.52,0
20050417:0611,46.45,15.34,8.63,3.52,0
20050417:0711,117.42,24.24,9.05,3.38,0
20050417:0811,176.25,32.58,9.57,3.45,0
20050417:0911,273.31,39.76,10.56,3.52,0
20050417:1011,317.09,44.99,12.22,3.59,0
20050417:1111,526.73,47.41,13.85,3.66,0
20050417:1211,966.52,46.47,15.26,3.79,0
20050417:1311,956.31,42.41,16.43,3.86,0
20050417:1411,767.2,36,17.08,3.72,0
20050417:1511,589.5,28.1,17.14,3.24,0
20050417:1611,366.21,19.39,17.14,2.41,0
20050417:1711,137.44,10.38,16.74,1.93,0
20050417:1811,18.67,1.5,15.34,2.55,0
20050417:1911,0,0,13.83,2.97,0
20050417:2011,0,0,12.69,3.03,0
20050417:2111,0,0,11.59,2.83,0
20050417:2211,0,0,10.73,2.62,0
20050417:2311,0,0,9.67,2.55,0
20050418:0011,0,0,8.77,2.48,0
20050418:0111,0,0,8,2.41,0
20050418:0211,0,0,7.32,2.34,0
20050418:0311,0,0,6.96,2.28,0
20050418:0411,0,0,6.53,2.21,0
20050418:0511,0,0,6.45,2.14,0
20050418:0611,0,0,7.2,3.03,0
20050418:0711,0,0,9.03,2.69,0
20050418:0811,0,0,10.94,2.76,0
20050418:0911,0,0,12.57,2.69,0
20050418:1011,0,0,14.12,2.69,0
20050418:1111,0,0,15.11,2.48,0
20050418:1211,0,0,15.99,2.69,0
20050418:1311,329.8,42.72,16.58,2.9,0
20050418:1411,160.3,36.27,16.5,2.97,0
20050418:1511,82.88,28.35,16.85,3.24,0
20050418:1611,113.27,19.63,16.76,2.62,0
20050418:1711,47.36,10.62,15.6,1.66,0
20050418:1811,2.55,1.74,14.27,1.17,0
20050418:1911,0,0,13.05,1.79,0
20050418:2011,0,0,12.14,1.59,0
20050418:2111,0,0,11.26,1.66,0
20050418:2211,0,0,11.28,1.59,0
20050418:2311,0,0,11.22,1.72,0
20050419:0011,0,0,11.02,1.86,0
20050419:0111,0,0,10.43,2.21,0
20050419:0211,0,0,9.68,2.48,0
20050419:0311,0,0,9.08,2.69,0
20050419:0411,0,0,8.51,2.69,0
20050419:0511,9.34,6.97,7.99,2.62,0
20050419:0611,93.39,15.97,7.64,2.69,0
20050419:0711,178.91,24.87,7.15,3.45,0
20050419:0811,204.42,33.23,7.32,3.59,0
20050419:0911,269.97,40.44,7.78,3.45,0
20050419:1011,206.41,45.7,8.63,3.59,0
20050419:1111,228.31,48.11,9.36,3.79,0
20050419:1211,133.89,47.14,10.65,4.14,0
20050419:1311,95.64,43.02,11.44,4.55,0
20050419:1411,124.78,36.55,12.26,4.34,0
20050419:1511,99.28,28.6,12.89,4.14,0
20050419:1611,87.44,19.87,12.69,3.72,0
20050419:1711,77.52,10.86,12.26,3.86,0
20050419:1811,17.83,1.99,11.72,4.21,0
20050419:1911,0,0,10.69,4.07,0
20050419:2011,0,0,10.14,4.48,0
20050419:2111,0,0,9.33,4.69,0
20050419:2211,0,0,8.29,4.62,0
20050419:2311,0,0,7.32,4.41,0
20050420:0011,0,0,6.51,4.28,0
20050420:0111,0,0,5.92,4.14,0
20050420:0211,0,0,5.27,3.93,0
20050420:0311,0,0,4.88,3.86,0
20050420:0411,0,0,4.53,3.93,0
20050420:0511,13.58,7.28,4.21,4,0
20050420:0611,77.88,16.27,4.31,4.07,0
20050420:0711,332.47,25.18,4.7,4.14,0
20050420:0811,590.49,33.55,5.98,4.28,0
20050420:0911,771.66,40.78,7.61,4.34,0
20050420:1011,929.49,46.04,9.07,4.55,0
20050420:1111,1016.4,48.46,10.22,4.69,0
20050420:1211,1044.49,47.47,10.96,4.83,0
20050420:1311,952.48,43.32,11.41,4.76,0
20050420:1411,838.84,36.82,11.56,4.62,0
20050420:1511,643.07,28.85,11.44,4.34,0
20050420:1611,398.72,20.11,10.98,4.21,0
20050420:1711,147.38,11.1,10.27,3.66,0
20050420:1811,22.92,2.24,9.11,3.38,0
20050420:1911,0,0,7.95,3.38,0
20050420:2011,0,0,6.82,3.24,0
20050420:2111,0,0,5.79,2.97,0
20050420:2211,0,0,4.92,2.62,0
20050420:2311,0,0,4.39,2.21,0
20050421:0011,0,0,4.38,1.86,0
20050421:0111,0,0,4.15,1.52,0
20050421:0211,0,0,4.05,1.24,0
20050421:0311,0,0,3.62,1.17,0
20050421:0411,0,0,3.59,1.24,0
20050421:0511,23.77,7.58,3.63,1.38,0
20050421:0611,132.97,16.58,3.81,1.45,0
20050421:0711,358.78,25.49,4.21,1.45,0
20050421:0811,567.92,33.87,5.25,1.38,0
20050421:0911,790.82,41.11,6.51,1.38,0
20050421:1011,950.67,46.39,7.67,1.17,0
20050421:1111,1011.63,48.8,8.68,0.69,0
20050421:1211,1016.28,47.79,9.78,0.62,0
20050421:1311,953.15,43.61,10.44,0.9,0
20050421:1411,794.92,37.08,10.73,1.24,0
20050421:1511,469.74,29.1,11.03,1.66,0
20050421:1611,380.88,20.35,10.96,1.79,0
20050421:1711,146.59,11.34,10.46,1.59,0
20050421:1811,23.77,2.48,9.82,1.72,0
20050421:1911,0,0,7.92,2.48,0
20050421:2011,0,0,6.6,2.21,0
20050421:2111,0,0,5.43,1.93,0
20050421:2211,0,0,4.12,1.66,0
20050421:2311,0,0,2.83,1.45,0
20050422:0011,0,0,2.21,1.38,0
20050422:0111,0,0,1.54,1.38,0
20050422:0211,0,0,0.78,1.45,0
20050422:0311,0,0,0.31,1.45,0
20050422:0411,0,0,-0.04,1.45,0
20050422:0511,26.31,7.88,0.2,1.24,0
20050422:0611,146.09,16.87,2.73,0.83,0
20050422:0711,382.82,25.79,5.65,0.83,0
20050422:0811,552.73,34.18,7.41,0.9,0
20050422:0911,782.16,41.43,8.77,1.03,0
20050422:1011,926.37,46.73,9.87,1.45,0
20050422:1111,837.26,49.14,10.87,1.79,0
20050422:1211,1003.07,48.12,11.72,1.79,0
20050422:1311,960.53,43.91,12.5,1.79,0
20050422:1411,812.42,37.35,12.69,1.59,0
20050422:1511,583.57,29.35,12.65,1.45,0
20050422:1611,363.23,20.58,12.71,1.38,0
20050422:1711,148.23,11.57,12.24,1.17,0
20050422:1811,27.16,2.72,10.57,1.38,0
20050422:1911,0,0,9.05,2.21,0
20050422:2011,0,0,7.52,2.55,0
20050422:2111,0,0,6.44,2.55,0
20050422:2211,0,0,5.64,2.48,0
20050422:2311,0,0,5.01,2.41,0
20050423:0011,0,0,4.43,2.34,0
20050423:0111,0,0,3.88,2.28,0
20050423:0211,0,0,3.39,2.21,0
20050423:0311,0,0,2.89,2.21,0
20050423:0411,0,0,2.43,2.14,0
20050423:0511,27.16,8.18,2.43,2,0
20050423:0611,141.25,17.17,4.34,1.79,0
20050423:0711,370.34,26.09,6.74,2.34,0
20050423:0811,603.62,34.49,8.89,2.55,0
20050423:0911,785,41.76,10.82,2.9,0
20050423:1011,942.16,47.06,12.36,3.45,0
20050423:1111,1035.05,49.48,13.43,3.59,0
20050423:1211,1073.44,48.44,14.32,3.24,0
20050423:1311,974.2,44.2,15.05,2.97,0
20050423:1411,819.34,37.61,15.09,2.83,0
20050423:1511,624.23,29.59,14.87,2.9,0
20050423:1611,387.74,20.82,14.31,2.9,0
20050423:1711,146.96,11.81,13.4,2.97,0
20050423:1811,28.01,2.96,12.19,3.17,0
20050423:1911,0,0,11.16,3.17,0
20050423:2011,0,0,10.21,3.72,0
20050423:2111,0,0,9.03,3.93,0
20050423:2211,0,0,8.11,3.93,0
20050423:2311,0,0,7.44,3.72,0
20050424:0011,0,0,6.84,3.45,0
20050424:0111,0,0,6.3,3.31,0
20050424:0211,0,0,5.82,3.17,0
20050424:0311,0,0,5.46,3.1,0
20050424:0411,0,0,5.37,3.1,0
20050424:0511,28.86,8.47,5.07,3.03,0
20050424:0611,136.17,17.46,5.91,2.83,0
20050424:0711,366.41,26.38,7.11,3.59,0
20050424:0811,597.99,34.79,9.05,3.79,0
20050424:0911,792.62,42.07,10.92,3.93,0
20050424:1011,936.73,47.39,12.82,4.41,0
20050424:1111,1035.89,49.81,14.09,4.76,0
20050424:1211,1061.14,48.75,14.93,4.83,0
20050424:1311,981.13,44.48,15.4,4.76,0
20050424:1411,835.85,37.87,15.6,4.69,0
20050424:1511,629.36,29.83,15.48,4.55,0
20050424:1611,388.75,21.05,15.06,4.34,0
20050424:1711,148.68,12.04,14.21,3.72,0
20050424:1811,29.71,3.2,12.82,3.72,0
20050424:1911,0,0,11.93,3.72,0
20050424:2011,0,0,10.84,3.93,0
20050424:2111,0,0,9.88,4.07,0
20050424:2211,0,0,9.02,4.07,0
20050424:2311,0,0,8.27,4,0
20050425:0011,0,0,7.55,3.93,0
20050425:0111,0,0,7.11,3.93,0
20050425:0211,0,0,6.82,3.86,0
20050425:0311,0,0,6.46,3.72,0
20050425:0411,0,0,6.08,3.72,0
20050425:0511,30.56,8.76,6.22,3.79,0
20050425:0611,140.56,17.74,6.75,3.38,0
20050425:0711,233.98,26.67,7.94,4.34,0
20050425:0811,588.14,35.09,9.45,4.9,0
20050425:0911,406.58,42.39,10.86,5.03,0
20050425:1011,616.99,47.72,12.39,5.1,0
20050425:1111,116.58,50.14,13.59,5.1,0
20050425:1211,83.8,49.06,14.3,5.1,0
20050425:1311,158.48,44.77,14.85,5.17,0
20050425:1411,766.01,38.13,14.99,5.1,0
20050425:1511,581.58,30.07,14.69,4.97,0
20050425:1611,333.52,21.28,14.02,4.76,0
20050425:1711,91.17,12.27,12.95,4.21,0
20050425:1811,7.64,3.44,11.49,3.93,0
20050425:1911,0,0,10.21,2.48,0
20050425:2011,0,0,9,2.76,0
20050425:2111,0,0,8.77,2.97,0
20050425:2211,0,0,8.37,2.9,0
20050425:2311,0,0,7.73,2.76,0
20050426:0011,0,0,7.67,2.55,0
20050426:0111,0,0,7.5,2.34,0
20050426:0211,0,0,7.33,2.34,0
20050426:0311,0,0,7.03,2.28,0
20050426:0411,0,0,6.5,2.28,0
20050426:0511,32.25,9.04,6.35,2.14,0
20050426:0611,111.42,18.03,7.26,2.07,0
20050426:0711,321.9,26.96,8.94,2.76,0
20050426:0811,428.92,35.39,10.47,2.83,0
20050426:0911,747.96,42.7,11.81,2.76,0
20050426:1011,801.23,48.04,13.07,2.76,0
20050426:1111,365.93,50.46,14.26,2.9,0
20050426:1211,185.81,49.37,15.07,2.83,0
20050426:1311,123.87,45.05,15.91,3.31,0
20050426:1411,82.88,38.39,15.84,3.17,0
20050426:1511,80.15,30.31,15.59,2.9,0
20050426:1611,127.95,21.51,15.04,2.55,0
20050426:1711,62.85,12.5,14.27,2.34,0
20050426:1811,17.83,3.68,13.46,2.14,0
20050426:1911,0,0,11.88,2,0
20050426:2011,0,0,10.77,2,0
20050426:2111,0,0,10.37,2,0
20050426:2211,0,0,10.05,1.93,0
20050426:2311,0,0,9.78,1.93,0
20050427:0011,0,0,9.56,2,0
20050427:0111,0,0,9.29,2,0
20050427:0211,0,0,8.94,1.93,0
20050427:0311,0,0,8.73,2.07,0
20050427:0411,0,0,8.77,2.14,0
20050427:0511,5.09,9.32,9.05,1.93,0
20050427:0611,162.23,18.3,9.59,1.79,0
20050427:0711,71.95,27.24,10.63,2.48,0
20050427:0811,217.32,35.68,10.87,2.9,0
20050427:0911,230.96,43,11.36,2.83,0
20050427:1011,231.46,48.36,11.72,2.97,0
20050427:1111,135.71,50.79,13.08,3.38,0
20050427:1211,142.09,49.68,13.73,4.14,0
20050427:1311,122.96,45.33,13.72,4.48,0
20050427:1411,84.71,38.64,13.19,5.24,0
20050427:1511,420.78,30.54,11.78,5.1,0
20050427:1611,175.77,21.74,11.62,4.34,0
20050427:1711,153.72,12.72,11.71,4,0
20050427:1811,28.01,3.91,11.14,3.03,0
20050427:1911,0,0,10.42,2.69,0
20050427:2011,0,0,9.63,2.41,0
20050427:2111,0,0,8.73,2.41,0
20050427:2211,0,0,7.96,2.48,0
20050427:2311,0,0,7.51,2.62,0
20050428:0011,0,0,7.1,2.69,0
20050428:0111,0,0,6.74,2.69,0
20050428:0211,0,0,6.47,2.69,0
20050428:0311,0,0,6.25,2.69,0
20050428:0411,0,0,6.05,2.55,0
20050428:0511,33.1,9.6,6.28,2.41,0
20050428:0611,165.56,18.57,7.66,2.28,0
20050428:0711,404.4,27.52,9.82,3.1,0
20050428:0811,639.98,35.96,11.49,2.9,0
20050428:0911,822.24,43.3,12.91,2.97,0
20050428:1011,878.01,48.68,13.85,2.97,0
20050428:1111,808.97,51.1,14.87,2.9,0
20050428:1211,931.18,49.98,15.54,2.83,0
20050428:1311,811.96,45.6,15.86,2.48,0
20050428:1411,688.14,38.89,16.17,2.21,0
20050428:1511,580.4,30.78,16.32,1.86,0
20050428:1611,381.09,21.96,16.53,1.66,0
20050428:1711,151.11,12.95,15.92,0.83,0
20050428:1811,29.71,4.14,15.07,1.45,0
20050428:1911,0,0,12.98,2.07,0
20050428:2011,0,0,11.52,2.34,0
20050428:2111,0,0,10.65,2.34,0
20050428:2211,0,0,10.22,2.41,0
20050428:2311,0,0,10.47,2.55,0
20050429:0011,0,0,10.58,2.62,0
20050429:0111,0,0,10.72,2.69,0
20050429:0211,0,0,10.8,2.69,0
20050429:0311,0,0,10.92,2.69,0
20050429:0411,0,0,10.93,2.69,0
20050429:0511,5.94,9.87,11.04,2.62,0
20050429:0611,20.04,18.84,11.38,2.41,0
20050429:0711,47.36,27.79,11.55,2.07,0
20050429:0811,85.62,36.24,11.54,1.66,0
20050429:0911,222.68,43.6,11.7,1.72,0
20050429:1011,120.23,48.99,12.19,2,0
20050429:1111,248.8,51.42,12.32,1.86,0
20050429:1211,156.66,50.28,12.74,1.93,0
20050429:1311,113.85,45.88,13.33,1.93,0
20050429:1411,120.23,39.14,13.59,1.66,0
20050429:1511,120.23,31.01,13.98,1.52,0
20050429:1611,133.53,22.18,14.51,1.31,0
20050429:1711,112.1,13.17,14.51,0.76,0
20050429:1811,35.65,4.37,14.23,0.83,0
20050429:1911,0,0,13.88,0.34,0
20050429:2011,0,0,13.19,0.48,0
20050429:2111,0,0,12.26,0.76,0
20050429:2211,0,0,9.92,1.24,0
20050429:2311,0,0,8.63,1.38,0
20050430:0011,0,0,8.69,1.03,0
20050430:0111,0,0,8.53,0.48,0
20050430:0211,0,0,7.72,0.28,0
20050430:0311,0,0,7.39,0.07,0
20050430:0411,0,0,7.52,0.34,0
20050430:0511,5.94,10.13,7.72,0.76,0
20050430:0611,30.97,19.11,8.71,0.76,0
20050430:0711,138.95,28.05,10.97,1.45,0
20050430:0811,296.14,36.52,13.14,1.93,0
20050430:0911,422.36,43.89,14.57,1.86,0
20050430:1011,509.68,49.29,15.94,2,0
20050430:1111,335.24,51.73,16.9,1.66,0
20050430:1211,578.97,50.58,17.96,1.72,0
20050430:1311,204.02,46.15,17.97,1.31,0
20050430:1411,341.38,39.38,17.8,0.97,0
20050430:1511,123.87,31.23,17.69,1.17,0
20050430:1611,70.13,22.4,17.4,1.17,0
20050430:1711,40.08,13.39,16.78,1.17,0
20050430:1811,28.86,4.6,16.06,1.52,0
20050430:1911,0,0,15.1,0.76,0
20050430:2011,0,0,14.06,1.17,0
20050430:2111,0,0,13.33,1.17,0
20050430:2211,0,0,12.74,1.17,0
20050430:2311,0,0,12.11,1.17,0
20050501:0011,0,0,11.22,1.31,0
20050501:0111,0,0,10.59,1.31,0
20050501:0211,0,0,10.11,1.31,0
20050501:0311,0,0,9.92,1.17,0
20050501:0411,0,0,10.25,1.03,0
20050501:0511,42.44,10.39,10.04,0.97,0
20050501:0611,180.87,19.36,11.96,0.21,0
20050501:0711,400.93,28.31,15.87,0.55,0
20050501:0811,596.57,36.79,17.84,0.83,0
20050501:0911,807.91,44.17,19.18,1.03,0
20050501:1011,910.51,49.59,20.38,1.24,0
20050501:1111,1026.24,52.03,21.39,1.31,0
20050501:1211,1020.85,50.87,22.3,1.38,0
20050501:1311,942.75,46.41,22.97,1.38,0
20050501:1411,841.12,39.63,23.47,1.79,0
20050501:1511,467.36,31.46,23.73,2.28,0
20050501:1611,170.62,22.62,23.61,2.48,0
20050501:1711,98.08,13.61,22.79,2.28,0
20050501:1811,33.1,4.83,21.2,2.62,0
20050501:1911,0,0,19.57,2.83,0
20050501:2011,0,0,18.77,2.83,0
20050501:2111,0,0,18.11,2.9,0
20050501:2211,0,0,17.75,2.97,0
20050501:2311,0,0,17.46,2.9,0
20050502:0011,0,0,17.14,2.9,0
20050502:0111,0,0,16.78,2.83,0
20050502:0211,0,0,16.24,2.69,0
20050502:0311,0,0,15.63,2.69,0
20050502:0411,0,0,15.09,2.69,0
20050502:0511,39.05,10.65,15.11,2.48,0
20050502:0611,162.92,19.62,16.56,2.07,0
20050502:0711,265.29,28.57,19.07,1.86,0
20050502:0811,544.45,37.06,20.81,2.21,0
20050502:0911,719.62,44.46,22.17,2.41,0
20050502:1011,574.16,49.89,23.68,2.55,0
20050502:1111,144.82,52.33,24.65,2.9,0
20050502:1211,237.32,51.16,24.82,2.34,0
20050502:1311,632.66,46.68,24.07,2.41,0
20050502:1411,702.05,39.86,22.32,3.59,0
20050502:1511,143,31.68,21.15,2.83,0
20050502:1611,31.88,22.84,20.32,3.1,0
20050502:1711,95.67,13.83,18.74,2.62,0
20050502:1811,35.65,5.05,17.5,1.93,0
20050502:1911,0,0,17.23,2.07,0
20050502:2011,0,0,16.47,1.79,0
20050502:2111,0,0,15.6,1.79,0
20050502:2211,0,0,14.63,1.72,0
20050502:2311,0,0,13.8,1.59,0
20050503:0011,0,0,13.09,1.45,0
20050503:0111,0,0,12.21,1.45,0
20050503:0211,0,0,11.32,1.45,0
20050503:0311,0,0,10.59,0.9,0
20050503:0411,0,0,10.5,0.28,0
20050503:0511,11.88,10.9,10.25,0.14,0
20050503:0611,40.08,19.86,11.64,0.21,0
20050503:0711,110.21,28.82,13.45,1.31,0
20050503:0811,226.27,37.32,15.02,1.24,0
20050503:0911,387.69,44.73,16.98,1.38,0
20050503:1011,186.72,50.18,18.69,1.52,0
20050503:1111,65.58,52.63,19.55,1.24,0
20050503:1211,65.58,51.44,19.41,1.24,0
20050503:1311,94.72,46.94,18.94,1.24,0
20050503:1411,157.57,40.1,17.15,1.31,0
20050503:1511,146.64,31.91,17.23,0.21,0
20050503:1611,110.21,23.05,17.15,0.48,0
20050503:1711,29.15,14.04,16.9,0.62,0
20050503:1811,6.79,5.27,15.96,1.66,0
20050503:1911,0,0,14.65,1.86,0
20050503:2011,0,0,14.15,3.03,0
20050503:2111,0,0,13.23,2.97,0
20050503:2211,0,0,12.87,2.76,0
20050503:2311,0,0,12.65,2.69,0
20050504:0011,0,0,12.18,2.62,0
20050504:0111,0,0,11.74,2.55,0
20050504:0211,0,0,11.02,2.34,0
20050504:0311,0,0,10.64,2.14,0
20050504:0411,0,0,10.11,2,0
20050504:0511,46.68,11.14,10.25,1.86,0
20050504:0611,76.51,20.11,11.45,3.03,0
20050504:0711,60.11,29.07,12.9,3.1,0
20050504:0811,108.39,37.57,13.75,2.28,0
20050504:0911,238.92,45,14.82,2.07,0
20050504:1011,165.77,50.47,15.39,2.14,0
20050504:1111,645.51,52.92,16.26,2.21,0
20050504:1211,299.84,51.72,16.52,2.21,0
20050504:1311,701.4,47.19,16.48,2.21,0
20050504:1411,416.1,40.34,16.8,2.21,0
20050504:1511,312.12,32.12,15.62,2.83,0
20050504:1611,272.7,23.26,14.79,2.76,0
20050504:1711,77.06,14.26,14.25,3.24,0
20050504:1811,44.14,5.5,13.3,3.72,0
20050504:1911,0,0,11.7,3.72,0
20050504:2011,0,0,10.68,3.93,0
20050504:2111,0,0,9.47,4.14,0
20050504:2211,0,0,8.52,3.59,0
20050504:2311,0,0,7.95,3.59,0
20050505:0011,0,0,7.38,3.52,0
20050505:0111,0,0,6.9,3.45,0
20050505:0211,0,0,6.54,3.24,0
20050505:0311,0,0,6.02,3.24,0
20050505:0411,0,0,5.67,3.31,0
20050505:0511,48.38,11.38,5.89,2.9,0
20050505:0611,181.94,20.35,6.79,3.31,0
20050505:0711,381.38,29.31,8.21,4.41,0
20050505:0811,631.89,37.82,8.85,4.55,0
20050505:0911,797.56,45.27,9.85,4.62,0
20050505:1011,826.78,50.75,10.69,4.48,0
20050505:1111,890.63,53.21,11.41,4.48,0
20050505:1211,827.1,52,12,4.55,0
20050505:1311,548.88,47.44,12.31,4.62,0
20050505:1411,363.72,40.57,12.15,4.28,0
20050505:1511,179.18,32.34,12.13,4.55,0
20050505:1611,115.67,23.47,11.72,3.93,0
20050505:1711,100.64,14.47,11.08,3.1,0
20050505:1811,19.52,5.71,10.55,2.34,0
20050505:1911,0,0,10.11,2.9,0
20050505:2011,0,0,9.92,3.1,0
20050505:2111,0,0,9.79,3.17,0
20050505:2211,0,0,9.75,3.24,0
20050505:2311,0,0,9.68,3.38,0
20050506:0011,0,0,9.62,3.59,0
20050506:0111,0,0,9.45,3.93,0
20050506:0211,0,0,8.99,4.34,0
20050506:0311,0,0,8.92,4.83,0
20050506:0411,0,0,8.79,4,0
20050506:0511,10.19,11.62,8.83,4.14,0
20050506:0611,50.09,20.58,9.14,4.76,0
20050506:0711,87.44,29.54,10.23,3.93,0
20050506:0811,110.21,38.07,10.93,4.07,0
20050506:0911,341.8,45.53,11.6,4.14,0
20050506:1011,801.76,51.03,12.22,4.34,0
20050506:1111,160.3,53.49,11.08,4.97,0
20050506:1211,91.99,52.27,11.28,4.48,0
20050506:1311,114.76,47.69,12.38,4.21,0
20050506:1411,285.05,40.79,11.63,4.69,0
20050506:1511,182.81,32.55,10.59,5.17,0
20050506:1611,265.14,23.68,10.73,4.69,0
20050506:1711,35.52,14.68,10.5,4.28,0
20050506:1811,39.89,5.93,9.75,3.66,0
20050506:1911,0,0,8.38,3.45,0
20050506:2011,0,0,7.94,3.38,0
20050506:2111,0,0,7.53,3.31,0
20050506:2211,0,0,6.96,3.31,0
20050506:2311,0,0,6.65,3.17,0
20050507:0011,0,0,6.3,2.97,0
20050507:0111,0,0,6.04,2.76,0
20050507:0211,0,0,5.74,2.48,0
20050507:0311,0,0,5.34,2.34,0
20050507:0411,0,0,5.02,2.21,0
20050507:0511,53.73,11.85,5.48,2.21,0
20050507:0611,68.31,20.81,6.73,2.34,0
20050507:0711,98.37,29.78,8.16,2.55,0
20050507:0811,201.88,38.31,9.34,2.07,0
20050507:0911,207.14,45.78,10.34,2.14,0
20050507:1011,343.22,51.3,11.2,2.21,0
20050507:1111,230.44,53.77,11.66,2,0
20050507:1211,221.33,52.54,11.95,2.14,0
20050507:1311,76.51,47.94,11.05,2.62,0
20050507:1411,55.56,41.02,9.91,3.59,0
20050507:1511,64.67,32.76,8.97,3.93,0
20050507:1611,50.09,23.89,7.6,4.28,0
20050507:1711,60.11,14.88,7.3,4.48,0
20050507:1811,20.37,6.14,6.99,4.14,0
20050507:1911,0,0,6.49,4.14,0
20050507:2011,0,0,5.71,3.86,0
20050507:2111,0,0,5.4,3.86,0
20050507:2211,0,0,5.17,3.72,0
20050507:2311,0,0,4.8,3.59,0
20050508:0011,0,0,4.59,3.31,0
20050508:0111,0,0,4.38,3.17,0
20050508:0211,0,0,4.3,2.97,0
20050508:0311,0,0,4.08,2.83,0
20050508:0411,0,0,3.75,2.69,0
20050508:0511,55.24,12.08,4.35,2.83,0
20050508:0611,114.85,21.03,5.56,2.83,0
20050508:0711,406.87,30,6.63,3.31,0
20050508:0811,467.22,38.54,7.78,3.31,0
20050508:0911,624.01,46.03,9.09,3.66,0
20050508:1011,652.45,51.56,10.09,3.93,0
20050508:1111,243.66,54.05,10.92,4.14,0
20050508:1211,908.36,52.8,10.98,4,0
20050508:1311,62.85,48.18,10.72,4.07,0
20050508:1411,362.57,41.24,10.11,4,0
20050508:1511,260.01,32.97,9.74,3.66,0
20050508:1611,246.09,24.09,9.08,3.72,0
20050508:1711,157.71,15.09,8.01,3.38,0
20050508:1811,42.44,6.35,7.86,2.69,0
20050508:1911,0,0,7.11,2.07,0
20050508:2011,0,0,6.32,2,0
20050508:2111,0,0,5.81,2.07,0
20050508:2211,0,0,5.24,2.14,0
20050508:2311,0,0,4.9,2.28,0
20050509:0011,0,0,4.63,2.41,0
20050509:0111,0,0,4.42,2.48,0
20050509:0211,0,0,3.95,2.55,0
20050509:0311,0,0,3.83,2.55,0
20050509:0411,0,0,3.81,2.62,0
20050509:0511,44.45,12.3,4.18,2.83,0
20050509:0611,204.68,21.25,5.57,3.31,0
20050509:0711,127.62,30.22,6.73,4,0
20050509:0811,143,38.77,7.4,3.86,0
20050509:0911,156.66,46.27,8.23,3.79,0
20050509:1011,104.74,51.82,8.8,3.79,0
20050509:1111,921.39,54.32,9.58,3.72,0
20050509:1211,151.2,53.06,10.24,3.66,0
20050509:1311,120.23,48.42,10.44,3.45,0
20050509:1411,73.78,41.46,10.35,3.24,0
20050509:1511,426.65,33.18,10.16,3.52,0
20050509:1611,33.7,24.29,8.63,3.66,0
20050509:1711,114.83,15.29,8.28,3.31,0
20050509:1811,21.22,6.56,7.73,2.55,0
20050509:1911,0,0,6.78,2,0
20050509:2011,0,0,5.91,2.34,0
20050509:2111,0,0,5.64,2.62,0
20050509:2211,0,0,5.34,2.83,0
20050509:2311,0,0,4.97,2.83,0
20050510:0011,0,0,5.08,2.9,0
20050510:0111,0,0,5.05,2.9,0
20050510:0211,0,0,4.71,2.76,0
20050510:0311,0,0,4.44,2.76,0
20050510:0411,0,0,4.49,2.76,0
20050510:0511,39.17,12.51,4.81,2.83,0
20050510:0611,180.69,21.46,6.02,3.17,0
20050510:0711,175.87,30.43,6.88,3.52,0
20050510:0811,431.92,38.99,8.04,3.45,0
20050510:0911,762.51,46.51,9.08,3.59,0
20050510:1011,77.42,52.08,10.15,3.86,0
20050510:1111,501.12,54.58,10.98,4.07,0
20050510:1211,402.29,53.31,11.27,4.14,0
20050510:1311,604.58,48.66,11.66,4.07,0
20050510:1411,466.86,41.67,11.69,4,0
20050510:1511,46.45,33.38,9.5,4.55,0
20050510:1611,102.01,24.49,9.27,3.86,0
20050510:1711,156.57,15.49,9.52,3.93,0
20050510:1811,51.78,6.77,8.89,3.31,0
20050510:1911,0,0,7.38,2.83,0
20050510:2011,0,0,6.74,2.97,0
20050510:2111,0,0,6.42,3.1,0
20050510:2211,0,0,6.05,3.24,0
20050510:2311,0,0,6.08,3.24,0
20050511:0011,0,0,5.58,3.03,0
20050511:0111,0,0,5.37,2.9,0
20050511:0211,0,0,5.03,2.76,0
20050511:0311,0,0,5.01,2.62,0
20050511:0411,0,0,4.94,2.62,0
20050511:0511,49.56,12.72,5.44,2.69,0
20050511:0611,199.79,21.66,6.83,2.97,0
20050511:0711,304.48,30.64,7.86,3.1,0
